model_id,corner,rel_diff_t_bl_settle_s_ngspice_vs_spectre,rel_diff_i_bl_leak_a_ngspice_vs_spectre
3D_gaa_AOS,hot,-0.31384083003272994,0.05576486465761307
3D_gaa_Si,hot,-0.14844484616538703,0.0782497790906383
BCAT_125,hot,-0.3805710642143333,0.7111297378707541
VCT_082,hot,-0.2832656218135132,0.1343561096843686
VCT_091,hot,-0.281597747593595,0.12970767442184813
VCT_102,hot,-0.2802826834077545,0.12472529116260862
VCT_125,hot,-0.25565838434219285,0.12555377086379788
