model_id,corner,rel_diff_t_bl_settle_s_ngspice_vs_spectre,rel_diff_i_bl_leak_a_ngspice_vs_spectre
3D_gaa_AOS,ss_125,-0.3449780897475968,0.09225219314152229
3D_gaa_Si,ss_125,-0.16468852393557307,0.15647065635961246
BCAT_125,ss_125,-0.4035503696241356,0.8207402345124002
VCT_082,ss_125,-0.26227560012744816,0.12495119398000618
VCT_091,ss_125,-0.2621761656716082,0.12181976608926405
VCT_102,ss_125,-0.2622498688187082,0.11856066033185825
VCT_125,ss_125,-0.24963312403260546,0.12247235434323041
