model_id,corner,rel_diff_t_bl_settle_s_ngspice_vs_spectre,rel_diff_i_bl_leak_a_ngspice_vs_spectre
3D_gaa_AOS,ff,-0.2863756107110699,0.034974162426437944
3D_gaa_Si,ff,-0.13672517326893646,0.03177719568262831
BCAT_125,ff,-0.3673544222425502,0.6598173716810324
VCT_082,ff,-0.30891085470378626,0.15231770574480522
VCT_091,ff,-0.3059036598234517,0.1453436908627119
VCT_102,ff,-0.30260548999744313,0.13748981881353925
VCT_125,ff,-0.27389983286213837,0.13762721221265062
