model_id,corner,rel_diff_t_bl_settle_s_ngspice_vs_spectre,rel_diff_i_bl_leak_a_ngspice_vs_spectre
3D_gaa_AOS,tt,,
3D_gaa_Si,tt,,
BCAT_125,tt,,
VCT_082,tt,,
VCT_091,tt,,
VCT_102,tt,,
VCT_125,tt,,
