model_id,corner,t_bl_settle_s_ngspice,i_bl_leak_a_ngspice,t_bl_settle_s_spectre,i_bl_leak_a_spectre
VCT_110,tt,3.63829e-09,2.25523e-10,5.23500826e-09,1.95074175e-10
