model_id,corner,rel_diff_vt_v_ngspice_vs_spectre,rel_diff_ss_mv_dec_ngspice_vs_spectre,rel_diff_ion_a_ngspice_vs_spectre,rel_diff_ioff_a_ngspice_vs_spectre,rel_diff_dibl_mv_v_ngspice_vs_spectre,rel_diff_ron_ohm_ngspice_vs_spectre,rel_diff_ron_boost_ohm_ngspice_vs_spectre,rel_diff_cgg_f_ngspice_vs_spectre,rel_diff_cgd_f_ngspice_vs_spectre,rel_diff_igidl_a_ngspice_vs_spectre,rel_diff_esw_j_ngspice_vs_spectre,rel_diff_ion_per_cgg_ngspice_vs_spectre,rel_diff_ron_x_cload_ngspice_vs_spectre,rel_diff_ioff_density_a_m2_ngspice_vs_spectre
VCT_110,tt,0.0,-0.24171707268633666,0.783412498767225,-0.96931331989468,-0.34347594965692785,-0.4392928844698554,-0.43996173370055086,-0.9924035809793192,0.8851491597781123,-0.96931331989468,-0.13698770551726094,233.7701586644955,-0.43929288446985554,-0.9693133198946798
