model_id,corner,ccell_ff,rel_diff_t_write_s_ngspice_vs_spectre,rel_diff_t_read_s_ngspice_vs_spectre,rel_diff_i_hold_a_ngspice_vs_spectre,rel_diff_q_read_c_ngspice_vs_spectre
VCT_110,tt,10.0,-6.984233749907511e-05,-0.002904789773011082,-0.4675417948063095,0.3315213151468022
VCT_110,tt,20.0,-3.492900366915777e-05,-0.0029177340552606116,-0.4674441391625614,0.36458390773657706
VCT_110,tt,30.0,-2.3285989977574965e-05,-0.002930206300660544,-0.4677052429515257,0.3769634005402917
