model_id,corner,rel_diff_t_bl_settle_s_ngspice_vs_spectre,rel_diff_i_bl_leak_a_ngspice_vs_spectre
3D_gaa_AOS,ss,-0.3716698690117022,0.15823747843104446
3D_gaa_Si,ss,-0.1921836707166327,0.2551179852498519
BCAT_125,ss,-0.4311562244321702,1.0069328493213117
VCT_082,ss,-0.27772592571190335,0.18414681291685323
VCT_091,ss,-0.2782010450519627,0.173385619299327
VCT_102,ss,-0.2800918152813134,0.16243399453306023
VCT_125,ss,-0.33183597866594183,0.18058315981089038
