model_id,architecture,corner,ccell_ff,temp_c,vdd,fpitch_m,t_ret_s,dv_read_v,e_read_j,i_leak_a,source,simulator
VCT_125,VCT,cold,10.0,-40.0,0.9,6e-08,8.13648720349353e-06,,2.620304208e-18,6.14515807e-11,derived_from_device_bench,
VCT_125,VCT,cold,15.0,-40.0,0.9,6e-08,1.2204077929604486e-05,,2.6060791140000002e-18,6.145404635e-11,interpolated_ccell,
VCT_125,VCT,cold,20.0,-40.0,0.9,6e-08,1.6271668655715443e-05,,2.59185402e-18,6.1456512e-11,derived_from_device_bench,
VCT_125,VCT,cold,25.0,-40.0,0.9,6e-08,2.0341218008733828e-05,,,6.14515807e-11,scaled_from_leakage,
VCT_125,VCT,cold,30.0,-40.0,0.9,6e-08,2.440683825066636e-05,,2.582311491e-18,6.14581858e-11,derived_from_device_bench,
VCT_125,VCT,cold,40.0,-40.0,0.9,6e-08,3.2545948813974126e-05,,,6.14515807e-11,scaled_from_leakage,
VCT_125,VCT,cold,50.0,-40.0,0.9,6e-08,2.440683825066636e-05,,2.582311491e-18,6.14581858e-11,interpolated_ccell,
VCT_125,VCT,cold,60.0,-40.0,0.9,6e-08,4.881892322096119e-05,,,6.14515807e-11,scaled_from_leakage,
VCT_125,VCT,cold,70.0,-40.0,0.9,6e-08,5.6955410424454716e-05,,,6.14515807e-11,scaled_from_leakage,
VCT_125,VCT,cold,80.0,-40.0,0.9,6e-08,6.509189762794825e-05,,,6.14515807e-11,scaled_from_leakage,
VCT_125,VCT,ff,5.0,27.0,0.99,6e-08,4.039981381632684e-06,0.012431161399999998,,6.18814733e-11,sense_amp_csv,
VCT_125,VCT,ff,8.0,27.0,0.99,6e-08,6.4639702106122934e-06,0.01601903288,,6.18814733e-11,sense_amp_csv,
VCT_125,VCT,ff,10.0,27.0,0.99,6e-08,8.079962763265366e-06,0.0184109472,3.9353253786e-19,6.18814733e-11,sense_amp_csv,
VCT_125,VCT,ff,15.0,27.0,0.99,6e-08,1.2121091392301333e-05,0.024390733,3.6735897725999997e-19,6.187708075e-11,sense_amp_csv,
VCT_125,VCT,ff,20.0,27.0,0.99,6e-08,1.61622200213373e-05,0.0290955129,3.4118541666e-19,6.18726882e-11,sense_amp_csv,
VCT_125,VCT,ff,25.0,27.0,0.99,6e-08,2.019990690816342e-05,0.0325189342,,6.18814733e-11,sense_amp_csv,
VCT_125,VCT,ff,30.0,27.0,0.99,6e-08,2.424316871830112e-05,0.0359423555,3.2366816361000003e-19,6.18730999e-11,sense_amp_csv,
VCT_125,VCT,ff,40.0,27.0,0.99,6e-08,3.231985105306147e-05,0.04278919810000001,,6.18814733e-11,sense_amp_csv,
VCT_125,VCT,ff,50.0,27.0,0.99,6e-08,2.424316871830112e-05,0.04963604070000001,3.2366816361000003e-19,6.18730999e-11,sense_amp_csv,
VCT_125,VCT,ff,60.0,27.0,0.99,6e-08,4.8479776579592205e-05,0.05648288330000001,,6.18814733e-11,sense_amp_csv,
VCT_125,VCT,ff,70.0,27.0,0.99,6e-08,5.655973934285757e-05,0.06332972590000002,,6.18814733e-11,sense_amp_csv,
VCT_125,VCT,ff,80.0,27.0,0.99,6e-08,6.463970210612294e-05,0.07017656850000001,,6.18814733e-11,sense_amp_csv,
VCT_125,VCT,hot,5.0,85.0,0.9,6e-08,4.709937669118202e-06,,,5.30792587e-11,scaled_from_leakage,
VCT_125,VCT,hot,8.0,85.0,0.9,6e-08,7.535900270589122e-06,,,5.30792587e-11,scaled_from_leakage,
VCT_125,VCT,hot,10.0,85.0,0.9,6e-08,9.419875338236405e-06,,1.710472212e-19,5.30792587e-11,derived_from_device_bench,
VCT_125,VCT,hot,15.0,85.0,0.9,6e-08,1.4132089319508317e-05,,1.4901280605000001e-19,5.307284695e-11,interpolated_ccell,
VCT_125,VCT,hot,20.0,85.0,0.9,6e-08,1.8844303300780227e-05,,1.2697839089999998e-19,5.30664352e-11,derived_from_device_bench,
VCT_125,VCT,hot,25.0,85.0,0.9,6e-08,2.3549688345591007e-05,,,5.30792587e-11,scaled_from_leakage,
VCT_125,VCT,hot,30.0,85.0,0.9,6e-08,2.826870631840583e-05,,1.122223968e-19,5.30622089e-11,derived_from_device_bench,
VCT_125,VCT,hot,40.0,85.0,0.9,6e-08,3.767950135294562e-05,,,5.30792587e-11,scaled_from_leakage,
VCT_125,VCT,hot,50.0,85.0,0.9,6e-08,2.826870631840583e-05,,1.122223968e-19,5.30622089e-11,interpolated_ccell,
VCT_125,VCT,hot,60.0,85.0,0.9,6e-08,5.6519252029418425e-05,,,5.30792587e-11,scaled_from_leakage,
VCT_125,VCT,hot,70.0,85.0,0.9,6e-08,6.593912736765483e-05,,,5.30792587e-11,scaled_from_leakage,
VCT_125,VCT,hot,80.0,85.0,0.9,6e-08,7.535900270589124e-05,,,5.30792587e-11,scaled_from_leakage,
VCT_125,VCT,ss,5.0,27.0,0.81,6e-08,4.713951431019516e-06,0.007802220299999999,,5.30340636e-11,sense_amp_csv,
VCT_125,VCT,ss,8.0,27.0,0.81,6e-08,7.5423222896312255e-06,0.009589271279999999,,5.30340636e-11,sense_amp_csv,
VCT_125,VCT,ss,10.0,27.0,0.81,6e-08,9.42790286203903e-06,0.0107806386,1.1138683167000001e-18,5.30340636e-11,sense_amp_csv,
VCT_125,VCT,ss,15.0,27.0,0.81,6e-08,1.4141155421565524e-05,0.0137590569,1.0989053163000002e-18,5.30360294e-11,sense_amp_csv,
VCT_125,VCT,ss,20.0,27.0,0.81,6e-08,1.8854407981092018e-05,0.0159862545,1.0839423159e-18,5.30379952e-11,sense_amp_csv,
VCT_125,VCT,ss,25.0,27.0,0.81,6e-08,2.356975715509758e-05,0.01753192425,,5.30340636e-11,sense_amp_csv,
VCT_125,VCT,ss,30.0,27.0,0.81,6e-08,2.8280902202937674e-05,0.019077594,1.0739137464e-18,5.30393263e-11,sense_amp_csv,
VCT_125,VCT,ss,40.0,27.0,0.81,6e-08,3.771161144815613e-05,0.022168933499999998,,5.30340636e-11,sense_amp_csv,
VCT_125,VCT,ss,50.0,27.0,0.81,6e-08,2.8280902202937674e-05,0.025260272999999996,1.0739137464e-18,5.30393263e-11,sense_amp_csv,
VCT_125,VCT,ss,60.0,27.0,0.81,6e-08,5.656741717223419e-05,0.028351612499999995,,5.30340636e-11,sense_amp_csv,
VCT_125,VCT,ss,70.0,27.0,0.81,6e-08,6.599532003427322e-05,0.031442951999999996,,5.30340636e-11,sense_amp_csv,
VCT_125,VCT,ss,80.0,27.0,0.81,6e-08,7.542322289631226e-05,0.034534291499999994,,5.30340636e-11,sense_amp_csv,
VCT_125,VCT,ss_125,5.0,125.0,0.81,6e-08,5.504932041470822e-06,,,4.54138213e-11,scaled_from_leakage,
VCT_125,VCT,ss_125,8.0,125.0,0.81,6e-08,8.807891266353313e-06,,,4.54138213e-11,scaled_from_leakage,
VCT_125,VCT,ss_125,10.0,125.0,0.81,6e-08,1.100986408294164e-05,,1.1212413174e-19,4.54138213e-11,derived_from_device_bench,
VCT_125,VCT,ss_125,15.0,125.0,0.81,6e-08,1.651621357729389e-05,,9.4034432601e-20,4.54108983e-11,interpolated_ccell,
VCT_125,VCT,ss_125,20.0,125.0,0.81,6e-08,2.202256307164614e-05,,7.594473346200001e-20,4.54079753e-11,derived_from_device_bench,
VCT_125,VCT,ss_125,25.0,125.0,0.81,6e-08,2.7524660207354104e-05,,,4.54138213e-11,scaled_from_leakage,
VCT_125,VCT,ss_125,30.0,125.0,0.81,6e-08,3.303570228470887e-05,,6.382722523500001e-20,4.54054219e-11,derived_from_device_bench,
VCT_125,VCT,ss_125,40.0,125.0,0.81,6e-08,4.403945633176657e-05,,,4.54138213e-11,scaled_from_leakage,
VCT_125,VCT,ss_125,50.0,125.0,0.81,6e-08,3.303570228470887e-05,,6.382722523500001e-20,4.54054219e-11,interpolated_ccell,
VCT_125,VCT,ss_125,60.0,125.0,0.81,6e-08,6.605918449764985e-05,,,4.54138213e-11,scaled_from_leakage,
VCT_125,VCT,ss_125,70.0,125.0,0.81,6e-08,7.706904858059148e-05,,,4.54138213e-11,scaled_from_leakage,
VCT_125,VCT,ss_125,80.0,125.0,0.81,6e-08,8.807891266353315e-05,,,4.54138213e-11,scaled_from_leakage,
VCT_125,VCT,tt,5.0,27.0,0.9,6e-08,4.342117237346042e-06,0.0101215232,,5.75755988e-11,sense_amp_csv,
VCT_125,VCT,tt,8.0,27.0,0.9,6e-08,6.947387579753665e-06,0.012778612219999999,,5.75755988e-11,sense_amp_csv,
VCT_125,VCT,tt,10.0,27.0,0.9,6e-08,8.684234474692082e-06,0.0145500049,7.165345302000002e-19,5.75755988e-11,sense_amp_csv,
VCT_125,VCT,tt,15.0,27.0,0.9,6e-08,1.30275478074654e-05,0.0189784866,6.959954893500001e-19,5.7571634349999996e-11,sense_amp_csv,
VCT_125,VCT,tt,20.0,27.0,0.9,6e-08,1.737086114023872e-05,0.0223904995,6.754564485e-19,5.75676699e-11,sense_amp_csv,
VCT_125,VCT,tt,25.0,27.0,0.9,6e-08,2.1710586186730206e-05,0.02482486215,,5.75755988e-11,sense_amp_csv,
VCT_125,VCT,tt,30.0,27.0,0.9,6e-08,2.6043091983388345e-05,0.0272592248,6.615143145e-19,5.75968476e-11,sense_amp_csv,
VCT_125,VCT,tt,40.0,27.0,0.9,6e-08,3.4736937898768335e-05,0.0321279501,,5.75755988e-11,sense_amp_csv,
VCT_125,VCT,tt,50.0,27.0,0.9,6e-08,2.6043091983388345e-05,0.0369966754,6.615143145e-19,5.75968476e-11,sense_amp_csv,
VCT_125,VCT,tt,60.0,27.0,0.9,6e-08,5.2105406848152495e-05,0.04186540069999999,,5.75755988e-11,sense_amp_csv,
VCT_125,VCT,tt,70.0,27.0,0.9,6e-08,6.078964132284457e-05,0.04673412599999999,,5.75755988e-11,sense_amp_csv,
VCT_125,VCT,tt,80.0,27.0,0.9,6e-08,6.947387579753667e-05,0.05160285129999999,,5.75755988e-11,sense_amp_csv,
