model_id,architecture,corner,ccell_ff,temp_c,vdd,fpitch_m,t_ret_s,dv_read_v,e_read_j,i_leak_a,source,simulator
VCT_082,VCT,ff,50.0,27.0,0.99,6e-08,2.3095332188554172e-05,0.03647539179999999,1.3339225647e-18,6.4948189e-11,sense_amp_csv,
VCT_082,VCT,ff,60.0,27.0,0.99,6e-08,4.6197265186577136e-05,0.04109707109999999,,6.4938909e-11,sense_amp_csv,
VCT_082,VCT,ff,70.0,27.0,0.99,6e-08,5.3896809384339994e-05,0.04571875039999999,,6.4938909e-11,sense_amp_csv,
VCT_082,VCT,ff,80.0,27.0,0.99,6e-08,6.159635358210286e-05,0.05034042969999998,,6.4938909e-11,sense_amp_csv,
VCT_082,VCT,hot,5.0,85.0,0.9,6e-08,4.4288782561954435e-06,,,5.6447702e-11,scaled_from_leakage,
VCT_082,VCT,hot,8.0,85.0,0.9,6e-08,7.086205209912709e-06,,,5.6447702e-11,scaled_from_leakage,
VCT_082,VCT,hot,10.0,85.0,0.9,6e-08,8.857756512390885e-06,,6.538390677e-19,5.6447702e-11,derived_from_device_bench,
VCT_082,VCT,hot,15.0,85.0,0.9,6e-08,1.3287662570645549e-05,,6.329091249e-19,5.6444427449999996e-11,interpolated_ccell,
VCT_082,VCT,hot,20.0,85.0,0.9,6e-08,1.771756862890021e-05,,6.1197918210000015e-19,5.64411529e-11,derived_from_device_bench,
VCT_082,VCT,hot,25.0,85.0,0.9,6e-08,2.2144391280977217e-05,,,5.6447702e-11,scaled_from_leakage,
VCT_082,VCT,hot,30.0,85.0,0.9,6e-08,2.6577490892545024e-05,,5.981504373e-19,5.64387363e-11,derived_from_device_bench,
VCT_082,VCT,hot,40.0,85.0,0.9,6e-08,3.543102604956355e-05,,,5.6447702e-11,scaled_from_leakage,
VCT_082,VCT,hot,50.0,85.0,0.9,6e-08,2.6577490892545024e-05,,5.981504373e-19,5.64387363e-11,interpolated_ccell,
VCT_082,VCT,hot,60.0,85.0,0.9,6e-08,5.314653907434532e-05,,,5.6447702e-11,scaled_from_leakage,
VCT_082,VCT,hot,70.0,85.0,0.9,6e-08,6.200429558673621e-05,,,5.6447702e-11,scaled_from_leakage,
VCT_082,VCT,hot,80.0,85.0,0.9,6e-08,7.08620520991271e-05,,,5.6447702e-11,scaled_from_leakage,
VCT_082,VCT,ss,5.0,27.0,0.81,6e-08,4.539692759150646e-06,0.00588783457,,5.50698061e-11,sense_amp_csv,
VCT_082,VCT,ss,8.0,27.0,0.81,6e-08,7.263508414641032e-06,0.006945717466,,5.50698061e-11,sense_amp_csv,
VCT_082,VCT,ss,10.0,27.0,0.81,6e-08,9.07938551830129e-06,0.00765097273,2.2955166963e-18,5.50698061e-11,sense_amp_csv,
VCT_082,VCT,ss,15.0,27.0,0.81,6e-08,1.3618346970898753e-05,0.00941411089,2.28595824675e-18,5.50720241e-11,sense_amp_csv,
VCT_082,VCT,ss,20.0,27.0,0.81,6e-08,1.8157308423496218e-05,0.0106582015,2.2763997972000002e-18,5.50742421e-11,sense_amp_csv,
VCT_082,VCT,ss,25.0,27.0,0.81,6e-08,2.269846379575323e-05,0.0114757633,,5.50698061e-11,sense_amp_csv,
VCT_082,VCT,ss,30.0,27.0,0.81,6e-08,2.723522169844493e-05,0.0122933251,2.2699924704e-18,5.50757404e-11,sense_amp_csv,
VCT_082,VCT,ss,40.0,27.0,0.81,6e-08,3.631754207320517e-05,0.0139284487,,5.50698061e-11,sense_amp_csv,
VCT_082,VCT,ss,50.0,27.0,0.81,6e-08,2.723522169844493e-05,0.0155635723,2.2699924704e-18,5.50757404e-11,sense_amp_csv,
VCT_082,VCT,ss,60.0,27.0,0.81,6e-08,5.4476313109807746e-05,0.017198695899999998,,5.50698061e-11,sense_amp_csv,
VCT_082,VCT,ss,70.0,27.0,0.81,6e-08,6.355569862810904e-05,0.0188338195,,5.50698061e-11,sense_amp_csv,
VCT_082,VCT,ss,80.0,27.0,0.81,6e-08,7.263508414641034e-05,0.020468943099999998,,5.50698061e-11,sense_amp_csv,
VCT_082,VCT,ss_125,5.0,125.0,0.81,6e-08,5.103768358589084e-06,,,4.89834143e-11,scaled_from_leakage,
VCT_082,VCT,ss_125,8.0,125.0,0.81,6e-08,8.166029373742533e-06,,,4.89834143e-11,scaled_from_leakage,
VCT_082,VCT,ss_125,10.0,125.0,0.81,6e-08,1.0207536717178167e-05,,4.1922265392e-19,4.89834143e-11,derived_from_device_bench,
VCT_082,VCT,ss_125,15.0,125.0,0.81,6e-08,1.531209938611565e-05,,4.0239785313e-19,4.89815086e-11,interpolated_ccell,
VCT_082,VCT,ss_125,20.0,125.0,0.81,6e-08,2.0416662055053127e-05,,3.8557305234000006e-19,4.89796029e-11,derived_from_device_bench,
VCT_082,VCT,ss_125,25.0,125.0,0.81,6e-08,2.5518841792945417e-05,,,4.89834143e-11,scaled_from_leakage,
VCT_082,VCT,ss_125,30.0,125.0,0.81,6e-08,3.062613691366322e-05,,3.7430254629000007e-19,4.89777736e-11,derived_from_device_bench,
VCT_082,VCT,ss_125,40.0,125.0,0.81,6e-08,4.0830146868712674e-05,,,4.89834143e-11,scaled_from_leakage,
VCT_082,VCT,ss_125,50.0,125.0,0.81,6e-08,3.062613691366322e-05,,3.7430254629000007e-19,4.89777736e-11,interpolated_ccell,
VCT_082,VCT,ss_125,60.0,125.0,0.81,6e-08,6.1245220303069e-05,,,4.89834143e-11,scaled_from_leakage,
VCT_082,VCT,ss_125,70.0,125.0,0.81,6e-08,7.145275702024717e-05,,,4.89834143e-11,scaled_from_leakage,
VCT_082,VCT,ss_125,80.0,125.0,0.81,6e-08,8.166029373742535e-05,,,4.89834143e-11,scaled_from_leakage,
VCT_082,VCT,tt,5.0,27.0,0.9,6e-08,4.152507350212076e-06,0.008209556600000001,,6.02045894e-11,sense_amp_csv,
VCT_082,VCT,tt,8.0,27.0,0.9,6e-08,6.644011760339321e-06,0.01000596062,,6.02045894e-11,sense_amp_csv,
VCT_082,VCT,tt,10.0,27.0,0.9,6e-08,8.30501470042415e-06,0.0112035633,1.956501153e-18,6.02045894e-11,sense_amp_csv,
VCT_082,VCT,tt,15.0,27.0,0.9,6e-08,1.2456808735179544e-05,0.01419757,1.940153247e-18,6.02071751e-11,sense_amp_csv,
VCT_082,VCT,tt,20.0,27.0,0.9,6e-08,1.660860276993494e-05,0.0163988113,1.923805341e-18,6.02097608e-11,sense_amp_csv,
VCT_082,VCT,tt,25.0,27.0,0.9,6e-08,2.076253675106038e-05,0.0178993777,,6.02045894e-11,sense_amp_csv,
VCT_082,VCT,tt,30.0,27.0,0.9,6e-08,2.4912178219171976e-05,0.0193999441,1.912845384e-18,6.02115153e-11,sense_amp_csv,
VCT_082,VCT,tt,40.0,27.0,0.9,6e-08,3.322005880169661e-05,0.0224010769,,6.02045894e-11,sense_amp_csv,
VCT_082,VCT,tt,50.0,27.0,0.9,6e-08,2.4912178219171976e-05,0.0254022097,1.912845384e-18,6.02115153e-11,sense_amp_csv,
VCT_082,VCT,tt,60.0,27.0,0.9,6e-08,4.9830088202544913e-05,0.0284033425,,6.02045894e-11,sense_amp_csv,
VCT_082,VCT,tt,70.0,27.0,0.9,6e-08,5.813510290296906e-05,0.0314044753,,6.02045894e-11,sense_amp_csv,
VCT_082,VCT,tt,80.0,27.0,0.9,6e-08,6.644011760339322e-05,0.0344056081,,6.02045894e-11,sense_amp_csv,
VCT_091,VCT,cold,5.0,-40.0,0.9,6e-08,4.007191177056229e-06,,,6.23878395e-11,scaled_from_leakage,
VCT_091,VCT,cold,8.0,-40.0,0.9,6e-08,6.4115058832899646e-06,,,6.23878395e-11,scaled_from_leakage,
VCT_091,VCT,cold,10.0,-40.0,0.9,6e-08,8.014382354112456e-06,,3.990247308e-18,6.23878395e-11,derived_from_device_bench,
VCT_091,VCT,cold,15.0,-40.0,0.9,6e-08,1.202096739690391e-05,,3.98454849e-18,6.23901989e-11,interpolated_ccell,
VCT_091,VCT,cold,20.0,-40.0,0.9,6e-08,1.6027552439695363e-05,,3.9788496720000005e-18,6.23925583e-11,derived_from_device_bench,
VCT_091,VCT,cold,25.0,-40.0,0.9,6e-08,2.003595588528114e-05,,,6.23878395e-11,scaled_from_leakage,
VCT_091,VCT,cold,30.0,-40.0,0.9,6e-08,2.404071743616788e-05,,3.9750299009999994e-18,6.23941446e-11,derived_from_device_bench,
VCT_091,VCT,cold,40.0,-40.0,0.9,6e-08,3.205752941644983e-05,,,6.23878395e-11,scaled_from_leakage,
VCT_091,VCT,cold,50.0,-40.0,0.9,6e-08,2.404071743616788e-05,,3.9750299009999994e-18,6.23941446e-11,interpolated_ccell,
VCT_091,VCT,cold,60.0,-40.0,0.9,6e-08,4.8086294124674736e-05,,,6.23878395e-11,scaled_from_leakage,
VCT_091,VCT,cold,70.0,-40.0,0.9,6e-08,5.6100676478787194e-05,,,6.23878395e-11,scaled_from_leakage,
VCT_091,VCT,cold,80.0,-40.0,0.9,6e-08,6.411505883289966e-05,,,6.23878395e-11,scaled_from_leakage,
VCT_091,VCT,ff,5.0,27.0,0.99,6e-08,3.853435071787755e-06,0.0106033933,,6.48771798e-11,sense_amp_csv,
VCT_091,VCT,ff,8.0,27.0,0.99,6e-08,6.165496114860407e-06,0.01331616424,,6.48771798e-11,sense_amp_csv,
VCT_091,VCT,ff,10.0,27.0,0.99,6e-08,7.706870143575509e-06,0.0151246782,1.3588660997999999e-18,6.48771798e-11,sense_amp_csv,
VCT_091,VCT,ff,15.0,27.0,0.99,6e-08,1.1559066975283605e-05,0.0196459631,1.33517795895e-18,6.488239245e-11,sense_amp_csv,
VCT_091,VCT,ff,20.0,27.0,0.99,6e-08,1.5411263806991702e-05,0.023095107,1.3114898180999999e-18,6.48876051e-11,sense_amp_csv,
VCT_091,VCT,ff,25.0,27.0,0.99,6e-08,1.9267175358938772e-05,0.025529608250000002,,6.48771798e-11,sense_amp_csv,
VCT_091,VCT,ff,30.0,27.0,0.99,6e-08,2.3115997826202386e-05,0.0279641095,1.2956065056e-18,6.48901255e-11,sense_amp_csv,
VCT_091,VCT,ff,40.0,27.0,0.99,6e-08,3.082748057430204e-05,0.032833112,,6.48771798e-11,sense_amp_csv,
VCT_091,VCT,ff,50.0,27.0,0.99,6e-08,2.3115997826202386e-05,0.0377021145,1.2956065056e-18,6.48901255e-11,sense_amp_csv,
VCT_091,VCT,ff,60.0,27.0,0.99,6e-08,4.6241220861453055e-05,0.042571117000000006,,6.48771798e-11,sense_amp_csv,
VCT_091,VCT,ff,70.0,27.0,0.99,6e-08,5.3948091005028565e-05,0.0474401195,,6.48771798e-11,sense_amp_csv,
VCT_091,VCT,ff,80.0,27.0,0.99,6e-08,6.165496114860408e-05,0.052309122,,6.48771798e-11,sense_amp_csv,
VCT_091,VCT,hot,5.0,85.0,0.9,6e-08,4.435654845430045e-06,,,5.63614638e-11,scaled_from_leakage,
VCT_091,VCT,hot,8.0,85.0,0.9,6e-08,7.097047752688071e-06,,,5.63614638e-11,scaled_from_leakage,
VCT_091,VCT,hot,10.0,85.0,0.9,6e-08,8.871309690860088e-06,,6.298351704e-19,5.63614638e-11,derived_from_device_bench,
VCT_091,VCT,hot,15.0,85.0,0.9,6e-08,1.3303657090226471e-05,,6.090062940000002e-19,5.63719742e-11,interpolated_ccell,
VCT_091,VCT,hot,20.0,85.0,0.9,6e-08,1.7736004489592855e-05,,5.881774176e-19,5.63824846e-11,derived_from_device_bench,
VCT_091,VCT,hot,25.0,85.0,0.9,6e-08,2.217827422715022e-05,,,5.63614638e-11,scaled_from_leakage,
VCT_091,VCT,hot,30.0,85.0,0.9,6e-08,2.662587421797855e-05,,5.741865855000001e-19,5.63361784e-11,derived_from_device_bench,
VCT_091,VCT,hot,40.0,85.0,0.9,6e-08,3.548523876344036e-05,,,5.63614638e-11,scaled_from_leakage,
VCT_091,VCT,hot,50.0,85.0,0.9,6e-08,2.662587421797855e-05,,5.741865855000001e-19,5.63361784e-11,interpolated_ccell,
VCT_091,VCT,hot,60.0,85.0,0.9,6e-08,5.322785814516054e-05,,,5.63614638e-11,scaled_from_leakage,
VCT_091,VCT,hot,70.0,85.0,0.9,6e-08,6.209916783602062e-05,,,5.63614638e-11,scaled_from_leakage,
VCT_091,VCT,hot,80.0,85.0,0.9,6e-08,7.097047752688072e-05,,,5.63614638e-11,scaled_from_leakage,
VCT_091,VCT,ss,5.0,27.0,0.81,6e-08,4.542786137656121e-06,0.005952830539999999,,5.50323067e-11,sense_amp_csv,
VCT_091,VCT,ss,8.0,27.0,0.81,6e-08,7.268457820249792e-06,0.0070535945239999995,,5.50323067e-11,sense_amp_csv,
VCT_091,VCT,ss,10.0,27.0,0.81,6e-08,9.08557227531224e-06,0.00778743718,2.26594827e-18,5.50323067e-11,sense_amp_csv,
VCT_091,VCT,ss,15.0,27.0,0.81,6e-08,1.3627622015780685e-05,0.00962204382,2.2562870031000002e-18,5.50345371e-11,sense_amp_csv,
VCT_091,VCT,ss,20.0,27.0,0.81,6e-08,1.816967175624913e-05,0.0109273662,2.2466257362e-18,5.50367675e-11,sense_amp_csv,
VCT_091,VCT,ss,25.0,27.0,0.81,6e-08,2.27139306882806e-05,0.0117924277,,5.50323067e-11,sense_amp_csv,
VCT_091,VCT,ss,30.0,27.0,0.81,6e-08,2.725376152873631e-05,0.0126574892,2.2401494136e-18,5.50382742e-11,sense_amp_csv,
VCT_091,VCT,ss,40.0,27.0,0.81,6e-08,3.634228910124897e-05,0.0143876122,,5.50323067e-11,sense_amp_csv,
VCT_091,VCT,ss,50.0,27.0,0.81,6e-08,2.725376152873631e-05,0.0161177352,2.2401494136e-18,5.50382742e-11,sense_amp_csv,
VCT_091,VCT,ss,60.0,27.0,0.81,6e-08,5.451343365187345e-05,0.0178478582,,5.50323067e-11,sense_amp_csv,
VCT_091,VCT,ss,70.0,27.0,0.81,6e-08,6.359900592718569e-05,0.0195779812,,5.50323067e-11,sense_amp_csv,
VCT_091,VCT,ss,80.0,27.0,0.81,6e-08,7.268457820249794e-05,0.0213081042,,5.50323067e-11,sense_amp_csv,
VCT_091,VCT,ss_125,5.0,125.0,0.81,6e-08,5.11307283444835e-06,,,4.88942771e-11,scaled_from_leakage,
VCT_091,VCT,ss_125,8.0,125.0,0.81,6e-08,8.18091653511736e-06,,,4.88942771e-11,scaled_from_leakage,
VCT_091,VCT,ss_125,10.0,125.0,0.81,6e-08,1.0226145668896699e-05,,4.0944367214999997e-19,4.88942771e-11,derived_from_device_bench,
VCT_091,VCT,ss_125,15.0,125.0,0.81,6e-08,1.5340014018233726e-05,,3.92532750135e-19,4.889237545e-11,interpolated_ccell,
VCT_091,VCT,ss_125,20.0,125.0,0.81,6e-08,2.0453882367570755e-05,,3.7562182812000005e-19,4.88904738e-11,derived_from_device_bench,
VCT_091,VCT,ss_125,25.0,125.0,0.81,6e-08,2.5565364172241747e-05,,,4.88942771e-11,scaled_from_leakage,
VCT_091,VCT,ss_125,30.0,125.0,0.81,6e-08,3.06815941922344e-05,,3.6424331181e-19,4.88892458e-11,derived_from_device_bench,
VCT_091,VCT,ss_125,40.0,125.0,0.81,6e-08,4.09045826755868e-05,,,4.88942771e-11,scaled_from_leakage,
VCT_091,VCT,ss_125,50.0,125.0,0.81,6e-08,3.06815941922344e-05,,3.6424331181e-19,4.88892458e-11,interpolated_ccell,
VCT_091,VCT,ss_125,60.0,125.0,0.81,6e-08,6.13568740133802e-05,,,4.88942771e-11,scaled_from_leakage,
VCT_091,VCT,ss_125,70.0,125.0,0.81,6e-08,7.15830196822769e-05,,,4.88942771e-11,scaled_from_leakage,
VCT_091,VCT,ss_125,80.0,125.0,0.81,6e-08,8.18091653511736e-05,,,4.88942771e-11,scaled_from_leakage,
VCT_091,VCT,tt,5.0,27.0,0.9,6e-08,4.1562620396001105e-06,0.0082721753,,6.01502017e-11,sense_amp_csv,
VCT_091,VCT,tt,8.0,27.0,0.9,6e-08,6.650019263360176e-06,0.01013303516,,6.01502017e-11,sense_amp_csv,
VCT_091,VCT,tt,10.0,27.0,0.9,6e-08,8.31252407920022e-06,0.0113736084,1.918215936e-18,6.01502017e-11,sense_amp_csv,
VCT_091,VCT,tt,15.0,27.0,0.9,6e-08,1.2468072949851677e-05,0.0144750415,1.901730303e-18,6.01527822e-11,sense_amp_csv,
VCT_091,VCT,tt,20.0,27.0,0.9,6e-08,1.662362182050313e-05,0.0167760784,1.88524467e-18,6.01553627e-11,sense_amp_csv,
VCT_091,VCT,tt,25.0,27.0,0.9,6e-08,2.0781310198000553e-05,0.0183595306,,6.01502017e-11,sense_amp_csv,
VCT_091,VCT,tt,30.0,27.0,0.9,6e-08,2.4934706766460395e-05,0.0199429828,1.874193561e-18,6.01571141e-11,sense_amp_csv,
VCT_091,VCT,tt,40.0,27.0,0.9,6e-08,3.3250096316800884e-05,0.023109887200000002,,6.01502017e-11,sense_amp_csv,
VCT_091,VCT,tt,50.0,27.0,0.9,6e-08,2.4934706766460395e-05,0.026276791600000002,1.874193561e-18,6.01571141e-11,sense_amp_csv,
VCT_091,VCT,tt,60.0,27.0,0.9,6e-08,4.9875144475201326e-05,0.029443696000000002,,6.01502017e-11,sense_amp_csv,
VCT_091,VCT,tt,70.0,27.0,0.9,6e-08,5.818766855440154e-05,0.0326106004,,6.01502017e-11,sense_amp_csv,
VCT_091,VCT,tt,80.0,27.0,0.9,6e-08,6.650019263360177e-05,0.0357775048,,6.01502017e-11,sense_amp_csv,
VCT_102,VCT,cold,5.0,-40.0,0.9,6e-08,4.008171745118603e-06,,,6.23725768e-11,scaled_from_leakage,
VCT_102,VCT,cold,8.0,-40.0,0.9,6e-08,6.413074792189763e-06,,,6.23725768e-11,scaled_from_leakage,
VCT_102,VCT,cold,10.0,-40.0,0.9,6e-08,8.016343490237204e-06,,3.963983805e-18,6.23725768e-11,derived_from_device_bench,
VCT_102,VCT,cold,15.0,-40.0,0.9,6e-08,1.2023903998371558e-05,,3.9581816535e-18,6.23749549e-11,interpolated_ccell,
VCT_102,VCT,cold,20.0,-40.0,0.9,6e-08,1.6031464506505915e-05,,3.9523795019999995e-18,6.2377333e-11,derived_from_device_bench,
VCT_102,VCT,cold,25.0,-40.0,0.9,6e-08,2.0040858725593012e-05,,,6.23725768e-11,scaled_from_leakage,
VCT_102,VCT,cold,30.0,-40.0,0.9,6e-08,2.4046580380771156e-05,,3.948490296e-18,6.23789319e-11,derived_from_device_bench,
VCT_102,VCT,cold,40.0,-40.0,0.9,6e-08,3.206537396094882e-05,,,6.23725768e-11,scaled_from_leakage,
VCT_102,VCT,cold,50.0,-40.0,0.9,6e-08,2.4046580380771156e-05,,3.948490296e-18,6.23789319e-11,interpolated_ccell,
VCT_102,VCT,cold,60.0,-40.0,0.9,6e-08,4.8098060941423226e-05,,,6.23725768e-11,scaled_from_leakage,
VCT_102,VCT,cold,70.0,-40.0,0.9,6e-08,5.611440443166043e-05,,,6.23725768e-11,scaled_from_leakage,
VCT_102,VCT,cold,80.0,-40.0,0.9,6e-08,6.413074792189764e-05,,,6.23725768e-11,scaled_from_leakage,
VCT_102,VCT,ff,5.0,27.0,0.99,6e-08,3.85880663564711e-06,0.010667094700000001,,6.4786869e-11,sense_amp_csv,
VCT_102,VCT,ff,8.0,27.0,0.99,6e-08,6.1740906170353755e-06,0.01348764958,,6.4786869e-11,sense_amp_csv,
VCT_102,VCT,ff,10.0,27.0,0.99,6e-08,7.717613271294219e-06,0.0153680195,1.3124497419e-18,6.4786869e-11,sense_amp_csv,
VCT_102,VCT,ff,15.0,27.0,0.99,6e-08,1.1574551258357575e-05,0.0200689443,1.2885619576499999e-18,6.479471425e-11,sense_amp_csv,
VCT_102,VCT,ff,20.0,27.0,0.99,6e-08,1.543148924542093e-05,0.0236974426,1.2646741734e-18,6.48025595e-11,sense_amp_csv,
VCT_102,VCT,ff,25.0,27.0,0.99,6e-08,1.929403317823555e-05,0.0262914079,,6.4786869e-11,sense_amp_csv,
VCT_102,VCT,ff,30.0,27.0,0.99,6e-08,2.3146593325749563e-05,0.0288853732,1.2486664574999998e-18,6.48043528e-11,sense_amp_csv,
VCT_102,VCT,ff,40.0,27.0,0.99,6e-08,3.087045308517688e-05,0.0340733038,,6.4786869e-11,sense_amp_csv,
VCT_102,VCT,ff,50.0,27.0,0.99,6e-08,2.3146593325749563e-05,0.039261234400000004,1.2486664574999998e-18,6.48043528e-11,sense_amp_csv,
VCT_102,VCT,ff,60.0,27.0,0.99,6e-08,4.6305679627765325e-05,0.044449165000000006,,6.4786869e-11,sense_amp_csv,
VCT_102,VCT,ff,70.0,27.0,0.99,6e-08,5.402329289905954e-05,0.04963709560000001,,6.4786869e-11,sense_amp_csv,
VCT_102,VCT,ff,80.0,27.0,0.99,6e-08,6.174090617035376e-05,0.05482502620000001,,6.4786869e-11,sense_amp_csv,
VCT_102,VCT,hot,5.0,85.0,0.9,6e-08,4.44345548529321e-06,,,5.62625193e-11,scaled_from_leakage,
VCT_102,VCT,hot,8.0,85.0,0.9,6e-08,7.109528776469134e-06,,,5.62625193e-11,scaled_from_leakage,
VCT_102,VCT,hot,10.0,85.0,0.9,6e-08,8.886910970586418e-06,,6.01939053e-19,5.62625193e-11,derived_from_device_bench,
VCT_102,VCT,hot,15.0,85.0,0.9,6e-08,1.3332741555385298e-05,,5.813597304e-19,5.6255003e-11,interpolated_ccell,
VCT_102,VCT,hot,20.0,85.0,0.9,6e-08,1.777857214018418e-05,,5.607804078000001e-19,5.62474867e-11,derived_from_device_bench,
VCT_102,VCT,hot,25.0,85.0,0.9,6e-08,2.2217277426466044e-05,,,5.62625193e-11,scaled_from_leakage,
VCT_102,VCT,hot,30.0,85.0,0.9,6e-08,2.666991390055684e-05,,5.4692019360000005e-19,5.62431512e-11,derived_from_device_bench,
VCT_102,VCT,hot,40.0,85.0,0.9,6e-08,3.554764388234568e-05,,,5.62625193e-11,scaled_from_leakage,
VCT_102,VCT,hot,50.0,85.0,0.9,6e-08,2.666991390055684e-05,,5.4692019360000005e-19,5.62431512e-11,interpolated_ccell,
VCT_102,VCT,hot,60.0,85.0,0.9,6e-08,5.332146582351851e-05,,,5.62625193e-11,scaled_from_leakage,
VCT_102,VCT,hot,70.0,85.0,0.9,6e-08,6.220837679410492e-05,,,5.62625193e-11,scaled_from_leakage,
VCT_102,VCT,hot,80.0,85.0,0.9,6e-08,7.109528776469136e-05,,,5.62625193e-11,scaled_from_leakage,
VCT_102,VCT,ss,5.0,27.0,0.81,6e-08,4.546682778073519e-06,0.00603397921,,5.49851424e-11,sense_amp_csv,
VCT_102,VCT,ss,8.0,27.0,0.81,6e-08,7.27469244491763e-06,0.00718876204,,5.49851424e-11,sense_amp_csv,
VCT_102,VCT,ss,10.0,27.0,0.81,6e-08,9.093365556147036e-06,0.00795861726,2.228989428e-18,5.49851424e-11,sense_amp_csv,
VCT_102,VCT,ss,15.0,27.0,0.81,6e-08,1.3639305993779193e-05,0.00988325531,2.2192024167e-18,5.498738695e-11,sense_amp_csv,
VCT_102,VCT,ss,20.0,27.0,0.81,6e-08,1.818524643141135e-05,0.0112672078,2.2094154054e-18,5.49896315e-11,sense_amp_csv,
VCT_102,VCT,ss,25.0,27.0,0.81,6e-08,2.2733413890367594e-05,0.012193958500000001,,5.49851424e-11,sense_amp_csv,
VCT_102,VCT,ss,30.0,27.0,0.81,6e-08,2.7277117599197006e-05,0.0131207092,2.2028547456e-18,5.49911476e-11,sense_amp_csv,
VCT_102,VCT,ss,40.0,27.0,0.81,6e-08,3.637346222458815e-05,0.014974210600000001,,5.49851424e-11,sense_amp_csv,
VCT_102,VCT,ss,50.0,27.0,0.81,6e-08,2.7277117599197006e-05,0.016827712,2.2028547456e-18,5.49911476e-11,sense_amp_csv,
VCT_102,VCT,ss,60.0,27.0,0.81,6e-08,5.456019333688223e-05,0.0186812134,,5.49851424e-11,sense_amp_csv,
VCT_102,VCT,ss,70.0,27.0,0.81,6e-08,6.365355889302926e-05,0.020534714800000003,,5.49851424e-11,sense_amp_csv,
VCT_102,VCT,ss,80.0,27.0,0.81,6e-08,7.27469244491763e-05,0.022388216200000005,,5.49851424e-11,sense_amp_csv,
VCT_102,VCT,ss_125,5.0,125.0,0.81,6e-08,5.1248232284474185e-06,,,4.87821704e-11,scaled_from_leakage,
VCT_102,VCT,ss_125,8.0,125.0,0.81,6e-08,8.199717165515868e-06,,,4.87821704e-11,scaled_from_leakage,
VCT_102,VCT,ss_125,10.0,125.0,0.81,6e-08,1.0249646456894834e-05,,3.9227012991e-19,4.87821704e-11,derived_from_device_bench,
VCT_102,VCT,ss_125,15.0,125.0,0.81,6e-08,1.5374552259435945e-05,,3.7537299490500003e-19,4.87819739e-11,interpolated_ccell,
VCT_102,VCT,ss_125,20.0,125.0,0.81,6e-08,2.0499458061977056e-05,,3.584758599e-19,4.87817774e-11,derived_from_device_bench,
VCT_102,VCT,ss_125,25.0,125.0,0.81,6e-08,2.5624116142237087e-05,,,4.87821704e-11,scaled_from_leakage,
VCT_102,VCT,ss_125,30.0,125.0,0.81,6e-08,3.07505408743385e-05,,3.4715799234e-19,4.87796298e-11,derived_from_device_bench,
VCT_102,VCT,ss_125,40.0,125.0,0.81,6e-08,4.099858582757935e-05,,,4.87821704e-11,scaled_from_leakage,
VCT_102,VCT,ss_125,50.0,125.0,0.81,6e-08,3.07505408743385e-05,,3.4715799234e-19,4.87796298e-11,interpolated_ccell,
VCT_102,VCT,ss_125,60.0,125.0,0.81,6e-08,6.149787874136902e-05,,,4.87821704e-11,scaled_from_leakage,
VCT_102,VCT,ss_125,70.0,125.0,0.81,6e-08,7.174752519826384e-05,,,4.87821704e-11,scaled_from_leakage,
VCT_102,VCT,ss_125,80.0,125.0,0.81,6e-08,8.19971716551587e-05,,,4.87821704e-11,scaled_from_leakage,
VCT_102,VCT,tt,5.0,27.0,0.9,6e-08,4.160989710509911e-06,0.0083473598,,6.00818597e-11,sense_amp_csv,
VCT_102,VCT,tt,8.0,27.0,0.9,6e-08,6.657583536815856e-06,0.01028941214,,6.00818597e-11,sense_amp_csv,
VCT_102,VCT,tt,10.0,27.0,0.9,6e-08,8.32197942101982e-06,0.0115841137,1.870184601e-18,6.00818597e-11,sense_amp_csv,
VCT_102,VCT,tt,15.0,27.0,0.9,6e-08,1.2482257344461808e-05,0.0148208676,1.853557875e-18,6.008442935e-11,sense_amp_csv,
VCT_102,VCT,tt,20.0,27.0,0.9,6e-08,1.6642535267903793e-05,0.0172493955,1.836931149e-18,6.0086999e-11,sense_amp_csv,
VCT_102,VCT,tt,25.0,27.0,0.9,6e-08,2.0804948552549552e-05,0.0189404177,,6.00818597e-11,sense_amp_csv,
VCT_102,VCT,tt,30.0,27.0,0.9,6e-08,2.496307815123477e-05,0.0206314399,1.825785648e-18,6.00887435e-11,sense_amp_csv,
VCT_102,VCT,tt,40.0,27.0,0.9,6e-08,3.328791768407929e-05,0.0240134843,,6.00818597e-11,sense_amp_csv,
VCT_102,VCT,tt,50.0,27.0,0.9,6e-08,2.496307815123477e-05,0.027395528699999998,1.825785648e-18,6.00887435e-11,sense_amp_csv,
VCT_102,VCT,tt,60.0,27.0,0.9,6e-08,4.9931876526118926e-05,0.030777573099999997,,6.00818597e-11,sense_amp_csv,
VCT_102,VCT,tt,70.0,27.0,0.9,6e-08,5.825385594713874e-05,0.034159617499999996,,6.00818597e-11,sense_amp_csv,
VCT_102,VCT,tt,80.0,27.0,0.9,6e-08,6.657583536815858e-05,0.037541661899999995,,6.00818597e-11,sense_amp_csv,
VCT_125,VCT,cold,5.0,-40.0,0.9,6e-08,4.068243601746766e-06,,,6.14515807e-11,scaled_from_leakage,
VCT_125,VCT,cold,8.0,-40.0,0.9,6e-08,6.509189762794825e-06,,,6.14515807e-11,scaled_from_leakage,
