model_id,scenario,beta,planar_achievable_ff,effective_achievable_ff,ccell_min_ff,reference_planar_model,reference_ccell_min_ff,cap_feasible,gap_reduction_pct_vs_ref
3D_gaa_Si,S-base,1.0,3.5711890861899995,3.5711890861899995,26.72222222222225,VCT_125,57.22222222222226,False,53.30097087378639
3D_gaa_Si,S-base,1.5,3.5711890861899995,5.356783629284999,26.72222222222225,VCT_125,57.22222222222226,False,68.86731391585758
3D_gaa_Si,S-base,2.0,3.5711890861899995,7.142378172379999,26.72222222222225,VCT_125,57.22222222222226,False,76.65048543689319
3D_gaa_Si,S-base,2.5,3.5711890861899995,8.927972715474999,26.72222222222225,VCT_125,57.22222222222226,False,81.32038834951456
3D_gaa_AOS,S-base,1.0,26.562563450999995,26.562563450999995,72.80000000000004,VCT_125,57.22222222222226,False,-27.22330097087378
3D_gaa_AOS,S-base,1.5,26.562563450999995,39.8438451765,72.80000000000004,VCT_125,57.22222222222226,False,15.184466019417481
3D_gaa_AOS,S-base,2.0,26.562563450999995,53.12512690199999,72.80000000000004,VCT_125,57.22222222222226,False,36.38834951456311
3D_gaa_AOS,S-base,2.5,26.562563450999995,66.40640862749999,72.80000000000004,VCT_125,57.22222222222226,False,49.11067961165049
