model_id,corner,rel_diff_t_bl_settle_s_ngspice_vs_spectre,rel_diff_i_bl_leak_a_ngspice_vs_spectre
3D_gaa_AOS,cold,-0.340463203135309,0.11835505204971673
3D_gaa_Si,cold,-0.16432836903647444,0.16257280233185528
BCAT_125,cold,-0.4145905047438725,0.8694946145911253
VCT_082,cold,-0.3599153035169338,0.257894844884431
VCT_091,cold,-0.3640386894373622,0.24510190858988062
VCT_102,cold,-0.3584584828377966,0.22032734228911002
VCT_125,cold,-0.3719856907830373,0.2193951541759511
